id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1501021,774635539,MEGA,,Giants,NYG,New York,NFC,15,NFC East,0,15,G-Men,4,87,74578,10685741,JesterSV,0,0,0,2027,766640128,0,0,0,324200000,1660000,322540000,0,17,0,17,0,17,769785860,0,NFC East,0,0,0,0,0,0,0,16,0,16,0,16,17,16,0,5,0,0,0,0,2,1,0,0,0,Giants,87,0,0,0,0.00,,,,
1500999,774635541,MEGA,,Jaguars,JAX,Jacksonville,AFC,12,AFC South,0,16,Jags,0,87,25974,0,TheChief_993,0,0,0,2027,765198336,0,0,0,324200000,35210000,288990000,0,18,0,18,0,18,769785858,0,AFC South,0,0,0,0,0,0,0,15,0,15,0,15,18,15,0,4,0,0,0,0,2,1,0,0,0,Jaguars,87,0,0,0,0.00,,,,
1501004,774635542,MEGA,,Jets,NYJ,New York,AFC,12,AFC East,0,17,Jets,2,86,1136448,16777215,still_madcap18,0,0,0,2027,765198336,0,0,0,324200000,49830000,274370000,0,19,0,19,0,19,769785856,0,AFC East,0,0,0,0,0,0,0,14,0,14,0,14,19,14,0,23,0,0,0,0,2,1,0,0,0,Jets,86,0,0,0,0.00,,,,
1501011,774635543,MEGA,,Lions,DET,Detroit,NFC,14,NFC North,0,18,Lions,5,87,30390,11581372,artsiom_varnava,0,0,0,2027,766640128,0,0,0,324200000,10660000,313540000,0,20,0,20,0,20,769785861,0,NFC North,0,0,0,0,0,0,0,13,0,13,0,13,20,13,0,16,0,0,0,0,2,1,0,0,0,Lions,87,0,0,0,0.00,,,,
1501012,774635545,MEGA,,Packers,GB,Green Bay,NFC,11,NFC North,0,19,Pack,0,86,1846565,15641886,CuvierGaleocerdo,0,0,0,2027,766640128,0,0,0,324200000,3480000,320720000,0,21,0,21,0,21,769785861,0,NFC North,0,0,0,0,0,0,0,12,0,12,0,12,21,12,0,26,0,0,0,0,2,1,0,0,0,Packers,86,0,0,0,0.00,,,,
1501016,774635546,MEGA,,Panthers,CAR,Carolina,NFC,16,NFC South,0,20,Panthers,2,85,34255,11711675,ParallelSkate8,0,0,0,2027,766640128,0,0,0,324200000,25190000,299010000,0,22,0,22,0,22,769785862,0,NFC South,0,0,0,0,0,0,0,11,0,11,0,11,22,11,0,11,0,0,0,0,2,1,0,0,0,Panthers,85,0,0,0,0.00,,,,
1501005,774635547,MEGA,,Patriots,NE,New England,AFC,11,AFC East,0,21,Pats,2,87,795456,13111342,siewe6942,0,0,0,2027,765198336,0,0,0,324200000,1450000,322750000,0,23,0,23,0,23,769785856,0,AFC East,0,0,0,0,0,0,0,10,0,10,0,10,23,10,0,8,0,0,0,0,2,1,0,0,0,Patriots,87,0,0,0,0.00,,,,
1501007,774635548,MEGA,,Raiders,LV,Las Vegas,AFC,11,AFC West,0,22,Raiders,5,89,10923696,0,NEKLAK-JWLS,0,0,0,2027,765198336,0,0,0,324200000,7190000,317010000,0,24,0,24,0,24,769785859,0,AFC West,0,0,0,0,0,0,0,9,0,9,0,9,24,9,0,14,0,0,0,0,2,1,0,0,0,Raiders,89,0,0,0,0.00,,,,
1501024,774635549,MEGA,,Rams,LAR,Los Angeles,NFC,11,NFC West,0,23,Rams,0,86,13716,16765184,Kubik3ka,0,0,0,2027,766640128,0,0,0,324200000,7800000,316400000,0,25,0,25,0,25,769785863,0,NFC West,0,0,0,0,0,0,0,8,0,8,0,8,25,8,0,17,0,0,0,0,2,1,0,0,0,Rams,86,0,0,0,0.00,,,,
1500995,774635550,MEGA,,Ravens,BAL,Baltimore,AFC,11,AFC North,0,24,Ravens,5,88,2364255,0,galaktazavr_us,0,0,0,2027,765198336,0,0,0,324200000,10550000,313650000,0,26,0,26,0,26,769785857,0,AFC North,0,0,0,0,0,0,0,7,0,7,0,7,26,7,0,28,0,0,0,0,2,1,0,0,0,Ravens,88,0,0,0,0.00,,,,
1501017,774635551,MEGA,,Saints,NO,New Orleans,NFC,11,NFC South,0,26,Saints,2,85,13876365,0,artst059,0,0,0,2027,766640128,0,0,0,324200000,23030000,301170000,0,27,0,27,0,27,769785862,0,NFC South,0,0,0,0,0,0,0,6,0,6,0,6,27,6,0,10,0,0,0,0,2,1,0,0,0,Saints,85,0,0,0,0.00,,,,
1501025,774635552,MEGA,,Seahawks,SEA,Seattle,NFC,11,NFC West,0,27,Seahawks,2,88,5426,6929960,defisparta_ind,0,0,0,2027,766640128,0,0,0,324200000,11690000,312510000,0,28,0,28,0,28,769785863,0,NFC West,0,0,0,0,0,0,0,5,0,5,0,5,28,5,0,2,0,0,0,0,2,1,0,0,0,Seahawks,88,0,0,0,0.00,,,,
1500996,774635553,MEGA,,Steelers,PIT,Pittsburgh,AFC,11,AFC North,0,28,Steelers,1,85,15641886,0,BillyBilly4352,0,0,0,2027,765198336,0,0,0,324200000,690000,323510000,0,29,0,29,0,29,769785857,0,AFC North,0,0,0,0,0,0,0,4,0,4,0,4,29,4,0,24,0,0,0,0,2,1,0,0,0,Steelers,85,0,0,0,0.00,,,,
1501001,774635554,MEGA,,Texans,HOU,Houston,AFC,20,AFC South,0,31,Texans,5,87,135192,15401000,McTraherMadden,0,0,0,2027,765198336,0,0,0,324200000,9950000,314250000,0,30,0,30,0,30,769785858,0,AFC South,0,0,0,0,0,0,0,3,0,3,0,3,30,3,0,20,0,0,0,0,2,1,0,0,0,Texans,87,0,0,0,0.00,,,,
1501000,774635555,MEGA,,Titans,TEN,Tennessee,AFC,11,AFC South,0,29,Titans,2,86,4494802,5426,Prianiikk,0,0,0,2027,765198336,0,0,0,324200000,26500000,297700000,0,31,0,31,0,31,769785858,0,AFC South,0,0,0,0,0,0,0,2,0,2,0,2,31,2,0,13,0,0,0,0,2,1,0,0,0,Titans,86,0,0,0,0.00,,,,
1501013,774635556,MEGA,,Vikings,MIN,Minnesota,NFC,11,NFC North,0,30,Vikes,2,86,5187203,16762415,Zkyrider,0,0,0,2027,766640128,0,0,0,324200000,31910000,292290000,0,32,0,32,0,32,769785861,0,NFC North,0,0,0,0,0,0,0,1,0,1,0,1,32,1,0,25,0,0,0,0,2,1,0,0,0,Vikings,86,0,0,0,0.00,,,,
