id,rosterId,league,team,last_updated,trade_block,trade_value,isRetired,injury,injury_discord_notified,hide_injury,age,birthDay,birthMonth,birthYear,college,draftPick,draftRound,firstName,fullName,cleanName,experiencePoints,height,homeState,homeTown,injuryLength,injuryType,isActive,isFreeAgent,isOnIR,isOnPracticeSquad,jerseyNum,lastName,legacyScore,portraitId,position,presentationId,playerBestOvr,playerSchemeOvr,reSignStatus,rookieYear,scheme,skillPoints,teamSchemeOvr,weight,yearsPro,capHit,capReleaseNetSavings,capReleasePenalty,contractBonus,contractLength,contractSalary,contractYearsLeft,desiredBonus,desiredLength,desiredSalary,durabilityGrade,intangibleGrade,physicalGrade,productionGrade,sizeGrade,rosterGoalList,signatureSlotList,accelRating,agilityRating,awareRating,confRating,injuryRating,jumpRating,speedRating,staminaRating,strengthRating,toughRating,impactBlockRating,leadBlockRating,passBlockFinesseRating,passBlockPowerRating,passBlockRating,runBlockFinesseRating,runBlockPowerRating,runBlockRating,breakSackRating,throwAccDeepRating,throwAccMidRating,throwAccRating,throwAccShortRating,throwOnRunRating,throwPowerRating,throwUnderPressureRating,playActionRating,bCVRating,breakTackleRating,catchRating,carryRating,cITRating,jukeMoveRating,kickRetRating,spinMoveRating,stiffArmRating,truckRating,changeOfDirectionRating,releaseRating,routeRunDeepRating,routeRunMedRating,routeRunShortRating,specCatchRating,finesseMovesRating,hitPowerRating,blockShedRating,manCoverRating,playRecRating,powerMovesRating,pressRating,pursuitRating,tackleRating,zoneCoverRating,kickAccRating,kickPowerRating,clutchTrait,devTrait,highMotorTrait,penaltyTrait,predictTrait,qBStyleTrait,forcePassTrait,sensePressureTrait,throwAwayTrait,tightSpiralTrait,coverBallTrait,runStyle,fightForYardsTrait,dropOpenPassTrait,feetInBoundsTrait,hPCatchTrait,playBallTrait,posCatchTrait,yACCatchTrait,bigHitTrait,dLBullRushTrait,dLSpinTrait,dLSwimTrait,lBStyleTrait,stripBallTrait
1388354680,553386150,MEGA,Texans,2025-12-09 06:36:40.196847,False,967,False,,False,False,22,24,7,2014,Texas,26,2,Jayden,Jayden Mobley,Jayden Mobley,2332,75,31,PLACEHOLDER,0,97,True,False,False,False,29,Mobley,4,3667,WR,2382,79,79,24,2026,0,0,75,233,0,1750000,1220000,2120000,2120000,4,5440000,4,0,0,0,0,75,86,37,98,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Second Wind', 'startActivated': False, 'signatureLogoId': 1344, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Players with this ability have a chance to replenish their stamina, once per play, when it is half depleted', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",91,85,72,61,90,89,84,77,76,83,62,29,26,32,37,44,30,49,35,27,33,25,20,14,10,28,24,79,79,87,76,88,82,68,78,71,55,89,87,78,77,84,88,31,30,37,30,27,39,38,34,41,26,46,39,0,2,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353737,553388521,MEGA,Cowboys,2025-12-09 06:36:28.534682,False,724,False,,False,False,23,9,14,2012,Texas Tech,22,2,Cameron,Cameron Yancey,Cameron Yancey,1632,70,24,PLACEHOLDER,0,97,True,False,False,False,24,Yancey,18,3842,HB,2163,79,79,24,2026,0,0,78,232,0,1840000,1220000,2480000,2480000,4,5520000,4,0,0,0,0,78,88,81,73,[],[],92,90,74,99,79,78,91,92,84,82,25,27,34,39,63,32,34,24,31,32,27,29,37,26,38,33,38,82,89,67,92,57,81,53,76,79,85,83,39,47,49,48,53,30,33,36,31,31,46,35,29,29,40,44,42,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353215,553386383,MEGA,Bills,2025-12-09 06:36:22.210975,False,890,False,,False,False,22,24,9,1991,Notre Dame,7,1,Darren,Darren Durant,Darren Durant,631,77,4,PLACEHOLDER,0,97,True,False,False,False,75,Durant,31,10309,LT,2277,79,79,24,2026,4,0,77,320,0,7350000,2400000,19800000,19800000,4,12080000,4,0,0,0,0,77,84,72,99,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Nasty Streak', 'startActivated': False, 'signatureLogoId': 1233, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Blockers with this ability will frequently attempt and win impact blocks against linebackers and defensive backs when playing as a lineman or fullback.', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 95, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",80,79,79,74,95,74,76,85,85,86,86,89,84,80,85,83,74,75,30,12,16,35,27,28,29,45,40,26,35,24,59,40,42,41,42,42,31,64,47,48,34,29,32,46,25,32,35,41,40,29,41,37,32,25,25,0,2,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353274,553386078,MEGA,Broncos,2025-12-09 06:36:22.887341,False,1006,False,,False,False,21,25,8,1977,Wisconsin,30,1,Earl,Earl Little,Earl Little,3080,76,22,PLACEHOLDER,0,97,True,False,False,False,66,Little,4,4076,DT,2134,79,79,24,2026,10,0,70,302,0,3480000,1550000,7720000,7720000,4,7520000,4,0,0,0,0,70,84,58,99,[],[],82,73,69,52,98,77,71,70,91,79,75,25,41,34,42,47,33,24,45,24,23,14,22,36,23,34,32,37,30,48,50,37,47,28,24,30,32,60,39,46,47,48,24,64,83,80,38,81,81,37,82,82,32,40,40,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353103,553389105,MEGA,Bears,2025-12-09 06:36:20.857824,False,1010,False,,False,False,21,12,12,2025,Tennessee,16,1,Terrell,Terrell Sullivan,Terrell Sullivan,1932,73,42,PLACEHOLDER,0,97,True,False,False,False,97,Sullivan,26,3950,REDGE,2095,79,79,24,2026,6,0,79,263,0,4430000,1750000,10720000,10720000,4,8640000,4,0,0,0,0,79,84,73,90,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Recuperation', 'startActivated': False, 'signatureLogoId': 1384, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Players with this ability will recover from the effects of Wear and Tear and fatigue at an increased rate between plays.', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",90,80,78,71,84,85,82,75,80,85,78,30,25,32,34,26,30,32,46,17,34,12,27,13,16,43,24,40,35,24,55,32,44,38,35,36,30,72,43,38,32,24,30,85,76,70,50,74,75,42,79,79,44,25,34,0,2,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353787,553387158,MEGA,Dolphins,2025-12-09 06:36:29.264364,False,919,False,,False,False,22,18,5,1969,Vanderbilt,13,2,Eric,Eric Baldwin,Eric Baldwin,4682,77,13,PLACEHOLDER,0,97,True,False,False,False,66,Baldwin,9,4197,LT,2288,79,79,24,2026,0,0,69,338,0,2270000,1300000,3880000,3880000,4,6040000,4,0,0,0,0,69,90,72,99,[],[],81,71,76,36,81,66,65,83,95,83,85,91,73,81,79,64,83,78,44,12,10,36,14,23,15,24,48,25,37,31,53,34,36,40,27,47,30,55,43,41,26,38,43,46,42,35,38,41,28,29,30,36,43,26,32,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353514,553387996,MEGA,Chargers,2025-12-09 06:36:25.589059,False,1012,False,,False,False,21,7,7,1976,TCU,19,3,Marco,Marco Manuel,Marco Manuel,1104,76,42,PLACEHOLDER,0,97,True,False,False,False,69,Manuel,13,10327,LG,2227,79,79,24,2026,1,0,68,325,0,1490000,1170000,1280000,1280000,4,5080000,4,0,0,0,0,68,86,85,99,[],[],78,72,72,50,98,74,70,86,87,82,90,85,83,65,75,86,69,79,28,18,12,17,31,26,31,37,32,24,31,33,58,27,27,32,34,41,40,54,47,26,28,42,28,26,30,42,45,35,28,45,43,34,43,28,36,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353895,553387355,MEGA,Falcons,2025-12-09 06:36:30.499106,False,1002,False,,False,False,21,10,10,1950,Auburn,18,2,Dwayne,Dwayne Bigby,Dwayne Bigby,282,77,18,PLACEHOLDER,0,97,True,False,False,False,50,Bigby,33,3660,C,2213,79,79,24,2026,4,0,74,293,0,2020000,1260000,3040000,3040000,4,5760000,4,0,0,0,0,74,84,72,99,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Nasty Streak', 'startActivated': False, 'signatureLogoId': 1233, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Blockers with this ability will frequently attempt and win impact blocks against linebackers and defensive backs when playing as a lineman or fullback.', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 95, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",77,69,80,77,79,72,70,98,86,86,85,75,86,81,81,72,62,79,26,32,19,20,20,22,21,32,31,33,42,39,59,41,38,25,32,40,24,57,47,46,37,30,41,47,30,43,39,34,39,38,29,44,31,26,32,0,2,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388354098,553387039,MEGA,Lions,2025-12-09 06:36:33.151593,False,1035,False,,False,False,21,8,16,2010,Ole Miss,28,2,Luke,Luke Bragg,Luke Bragg,1152,71,4,PLACEHOLDER,0,97,True,False,False,False,29,Bragg,2,3384,WR,2410,79,79,24,2026,0,0,79,197,0,1710000,1210000,2000000,2000000,4,5360000,4,0,0,0,0,79,90,41,96,[],[],92,89,82,53,80,83,91,91,67,86,55,24,37,40,35,29,45,49,42,16,29,31,18,25,24,36,38,82,80,83,73,86,82,96,82,69,49,92,78,77,84,78,87,47,47,36,24,33,38,28,30,38,45,48,47,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388354789,553387110,MEGA,Vikings,2025-12-09 06:36:41.485346,False,919,False,,False,False,22,6,9,2016,California,9,1,Jared,Jared Shelton,Jared Shelton,3873,75,46,PLACEHOLDER,0,97,True,False,False,False,93,Shelton,16,4200,DT,2124,79,79,24,2026,6,0,71,300,0,6370000,2180000,16760000,16760000,4,10920000,4,0,0,0,0,71,87,73,97,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Unfakeable', 'startActivated': False, 'signatureLogoId': 1205, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Defenders with this ability are rarely faked out by ballcarrier moves (and cannot be faked out when user-controlled).', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",84,72,70,59,87,81,76,82,94,83,80,46,47,44,32,46,29,26,24,13,32,34,26,16,36,46,24,48,48,34,51,39,40,30,30,46,42,63,42,25,26,26,39,64,76,78,35,79,82,47,81,84,47,30,26,0,2,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388354214,553387727,MEGA,Panthers,2025-12-09 06:36:34.634008,False,879,False,,False,False,22,2,4,1942,Colorado,12,2,Ben,Ben Morales,Ben Morales,187,75,0,PLACEHOLDER,0,97,True,False,False,False,49,Morales,22,3917,MIKE,2243,78,78,24,2026,9,1,77,232,0,2330000,1330000,4000000,4000000,4,6160000,4,0,0,0,0,77,83,74,99,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Form Tackler', 'startActivated': False, 'signatureLogoId': 1948, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Defenders with this ability have a larger timing window for landing Perfect Hit Sticks', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",88,80,73,62,88,76,87,92,78,81,74,44,37,28,45,34,44,42,38,22,22,32,10,21,11,38,47,27,25,58,58,31,33,41,26,24,39,72,42,27,30,45,36,52,81,81,57,79,57,36,83,87,70,41,41,0,2,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353338,553385987,MEGA,Browns,2025-12-09 06:36:23.591280,False,959,False,,False,False,21,0,11,2030,Washington,29,2,Trey,Trey Silva,Trey Silva,2008,74,10,PLACEHOLDER,0,97,True,False,False,False,54,Silva,6,3905,SAM,2252,78,78,24,2026,12,0,78,246,0,1690000,1210000,1920000,1920000,4,5360000,4,0,0,0,0,78,83,47,95,[],[],91,80,69,50,84,76,86,96,74,83,75,35,25,38,43,34,48,45,30,17,24,25,24,26,37,33,47,48,32,57,57,29,29,33,32,39,27,79,44,37,39,48,34,52,83,75,59,85,61,44,83,87,66,43,31,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353513,553386144,MEGA,Chargers,2025-12-09 06:36:25.588820,False,909,False,,False,False,21,6,12,2017,USC,19,2,Dorian,Dorian Carroll,Dorian Carroll,798,76,46,PLACEHOLDER,0,97,True,False,False,False,51,Carroll,7,4077,DT,2138,78,78,24,2026,13,0,72,346,0,1980000,1260000,2880000,2880000,4,5720000,4,0,0,0,0,72,84,29,99,[],[],85,72,77,50,91,68,71,88,91,79,81,36,38,35,36,48,31,28,33,18,33,31,13,13,37,25,36,43,27,34,58,48,47,42,36,24,35,57,46,39,38,37,38,69,72,83,25,79,75,25,77,79,30,35,31,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388354679,553388608,MEGA,Texans,2025-12-09 06:36:40.196628,False,897,False,,False,False,22,27,13,1994,Oregon,20,2,Justice,Justice Fitzpatrick,Justice Fitzpatrick,3798,72,27,PLACEHOLDER,0,97,True,False,False,False,44,Fitzpatrick,7,3711,SAM,2250,78,78,24,2026,6,0,73,244,0,1930000,1240000,2760000,2760000,4,5640000,4,0,0,0,0,73,83,59,87,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Adrenaline Rush', 'startActivated': False, 'signatureLogoId': 1311, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Pass rushers with this ability will heal some of their fatigue after sacking the QB', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",89,81,76,49,81,84,85,81,74,81,81,40,48,40,39,25,27,33,40,29,31,22,12,21,20,33,36,41,29,57,51,35,32,39,48,35,34,78,40,42,42,28,30,53,82,74,54,83,61,38,84,88,65,34,24,0,2,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388354790,553386099,MEGA,Vikings,2025-12-09 06:36:41.485608,False,904,False,,False,False,21,2,2,2064,Oregon State,9,2,Deron,Deron Everett,Deron Everett,3636,71,36,PLACEHOLDER,0,97,True,False,False,False,10,Everett,15,10356,CB,2034,78,78,24,2026,12,0,76,204,0,2430000,1340000,4360000,4360000,4,6280000,4,0,0,0,0,76,90,53,99,[],[],95,90,70,58,98,90,91,79,63,84,55,37,27,30,47,38,32,25,31,14,21,20,27,21,13,44,31,73,27,74,63,38,77,81,76,41,30,94,44,40,36,38,34,27,68,62,79,81,48,73,74,57,74,25,25,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388353396,553386625,MEGA,Buccaneers,2025-12-09 06:36:24.178554,False,954,False,,False,False,21,28,9,2012,USF,12,3,Alphonso,Alphonso Ruiz,Alphonso Ruiz,2796,75,34,PLACEHOLDER,0,97,True,False,False,False,99,Ruiz,5,10328,DT,2130,78,78,24,2026,13,0,78,340,0,1530000,1190000,1360000,1360000,4,5160000,4,0,0,0,0,78,86,46,99,[],[],80,75,75,44,94,74,76,75,93,78,78,40,39,30,41,45,34,26,42,21,21,36,36,17,11,35,44,43,31,31,55,38,43,34,32,30,29,59,41,26,43,28,43,69,73,78,40,83,79,39,82,79,44,24,32,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388354749,553387595,MEGA,Titans,2025-12-09 06:36:40.811428,False,873,False,,False,False,22,7,10,1977,Iowa State,32,1,Julius,Julius Cross,Julius Cross,4049,73,19,PLACEHOLDER,0,97,True,False,False,False,70,Cross,9,10328,DT,2128,78,78,24,2026,10,0,77,297,0,3350000,1530000,7280000,7280000,4,7360000,4,0,0,0,0,77,85,56,90,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Unfakeable', 'startActivated': False, 'signatureLogoId': 1205, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Defenders with this ability are rarely faked out by ballcarrier moves (and cannot be faked out when user-controlled).', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",83,74,71,51,90,74,74,95,91,79,84,30,43,34,35,27,48,42,43,31,14,16,28,18,34,36,45,39,28,31,53,36,39,37,29,41,48,62,46,43,45,40,32,76,78,79,44,78,86,32,84,79,32,43,46,0,2,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388354100,553387969,MEGA,Lions,2025-12-09 06:36:33.152040,False,888,False,,False,False,22,26,8,2021,Colorado,32,2,Joey,Joey Ventura,Joey Ventura,3943,72,12,PLACEHOLDER,0,97,True,False,False,False,23,Ventura,15,3909,SAM,2245,78,78,24,2026,8,0,78,245,0,1660000,1200000,1840000,1840000,4,5320000,4,0,0,0,0,78,83,57,75,[],[],88,82,73,57,79,79,87,98,75,78,84,41,42,36,39,48,28,27,45,36,36,14,30,27,21,39,30,44,46,51,52,39,41,30,24,48,29,76,48,47,28,46,47,52,81,83,48,80,59,38,80,90,60,41,28,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
