team_abbrev,team_name,player_id,player_name,position,normalized_pos,ovr,dev,id,rosterId,league,team,last_updated,trade_block,trade_value,isRetired,injury,injury_discord_notified,hide_injury,age,birthDay,birthMonth,birthYear,college,draftPick,draftRound,firstName,fullName,cleanName,experiencePoints,height,homeState,homeTown,injuryLength,injuryType,isActive,isFreeAgent,isOnIR,isOnPracticeSquad,jerseyNum,lastName,legacyScore,portraitId,presentationId,playerBestOvr,playerSchemeOvr,reSignStatus,rookieYear,scheme,skillPoints,teamSchemeOvr,weight,yearsPro,capHit,capReleaseNetSavings,capReleasePenalty,contractBonus,contractLength,contractSalary,contractYearsLeft,desiredBonus,desiredLength,desiredSalary,durabilityGrade,intangibleGrade,physicalGrade,productionGrade,sizeGrade,rosterGoalList,signatureSlotList,accelRating,agilityRating,awareRating,confRating,injuryRating,jumpRating,speedRating,staminaRating,strengthRating,toughRating,impactBlockRating,leadBlockRating,passBlockFinesseRating,passBlockPowerRating,passBlockRating,runBlockFinesseRating,runBlockPowerRating,runBlockRating,breakSackRating,throwAccDeepRating,throwAccMidRating,throwAccRating,throwAccShortRating,throwOnRunRating,throwPowerRating,throwUnderPressureRating,playActionRating,bCVRating,breakTackleRating,catchRating,carryRating,cITRating,jukeMoveRating,kickRetRating,spinMoveRating,stiffArmRating,truckRating,changeOfDirectionRating,releaseRating,routeRunDeepRating,routeRunMedRating,routeRunShortRating,specCatchRating,finesseMovesRating,hitPowerRating,blockShedRating,manCoverRating,playRecRating,powerMovesRating,pressRating,pursuitRating,tackleRating,zoneCoverRating,kickAccRating,kickPowerRating,clutchTrait,devTrait,highMotorTrait,penaltyTrait,predictTrait,qBStyleTrait,forcePassTrait,sensePressureTrait,throwAwayTrait,tightSpiralTrait,coverBallTrait,runStyle,fightForYardsTrait,dropOpenPassTrait,feetInBoundsTrait,hPCatchTrait,playBallTrait,posCatchTrait,yACCatchTrait,bigHitTrait,dLBullRushTrait,dLSpinTrait,dLSwimTrait,lBStyleTrait,stripBallTrait
SF,49ers,1313380087,Deommodore Lenoir,CB,CB,83,1,1313380087,553387562,MEGA,49ers,2026-02-04 05:49:52.277401,False,361,False,,False,False,27,6,10,1999,Oregon,28,5,Deommodore,Deommodore Lenoir,Deommodore Lenoir,6689,70,4,Los Angeles,0,97,True,False,False,False,2,Lenoir,1216,1205,21454,83,83,24,2022,11,0,83,200,6,23750000,5200000,61320000,79110000,6,10070000,3,0,0,0,0,83,88,0,99,[],[],93,84,84,50,91,84,92,90,59,87,53,28,37,37,37,35,35,35,10,6,6,20,6,6,25,10,6,69,49,73,59,53,74,64,67,41,42,81,41,30,32,35,56,38,78,44,80,85,34,80,76,69,85,17,22,0,1,0,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380096,Ji'Ayir Brown,SS,S,82,2,1313380096,553386316,MEGA,49ers,2026-02-04 05:49:52.277859,False,397,False,,False,False,27,25,1,2000,Penn State,24,3,Ji'Ayir,Ji'Ayir Brown,JiAyir Brown,2164,71,29,Trenton,0,97,True,False,False,False,27,Brown,832,1874,23058,82,82,24,2024,14,0,79,202,4,8600000,2900000,28500000,28500000,5,19500000,5,0,0,0,0,79,85,0,90,[],"[{'locked': False, 'isEmpty': False, 'ovrThreshold': 75, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Reach Elite', 'startActivated': False, 'signatureLogoId': 1176, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Defenders with this ability can reach out of engaged blocks to tackle or sack nearby ballcarriers.', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': False, 'isEmpty': False, 'ovrThreshold': 80, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': 'Out My Way', 'startActivated': False, 'signatureLogoId': 1301, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': 'Defenders with this ability will frequently attempt and win impact blocks against receivers, tight ends, and running backs.', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}, {'locked': True, 'isEmpty': False, 'ovrThreshold': 85, 'signatureAbility': {'rank': 'ABILITY_BRONZE', 'isPassive': False, 'isUnlocked': False, 'abilityGUID': '', 'activationId': '', 'deactivationId': '', 'signatureTitle': '', 'startActivated': False, 'signatureLogoId': 0, 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureDescription': '', 'marketplaceAbilityAlias': '', 'signatureActivationDescription': '', 'signatureDeactivationDescription': ''}}]",91,85,77,50,93,85,86,88,64,87,63,17,35,35,35,35,35,35,15,10,10,35,15,15,30,16,15,75,62,80,63,71,72,59,66,52,55,84,20,15,20,30,70,61,91,64,74,82,51,71,81,79,80,15,20,0,2,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380083,Jauan Jennings,WR,WR,81,1,1313380083,553387316,MEGA,49ers,2026-02-04 05:49:52.277181,False,250,False,,False,False,30,10,7,1997,Tennessee,3,7,Jauan,Jauan Jennings,Jauan Jennings,20517,75,41,Murfreesboro,0,97,True,False,False,False,15,Jennings,251,391,21073,81,81,24,2021,0,0,76,212,7,11600000,5200000,19200000,29350000,5,22900000,3,0,0,0,0,76,86,0,92,[],[],87,78,89,50,88,95,88,84,78,78,59,45,20,25,34,40,40,67,51,45,51,25,56,51,68,48,42,86,84,90,73,87,78,33,69,77,66,76,81,77,81,83,89,10,31,30,11,14,10,21,33,30,17,17,18,0,1,0,0,0,0,,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380066,Renardo Green,CB,CB,81,1,1313380066,553386974,MEGA,49ers,2026-02-04 05:49:52.275135,False,389,False,,False,False,26,9,11,2000,Florida State,32,2,Renardo,Renardo Green,Renardo Green,9452,72,8,Orlando,0,97,True,False,False,False,0,Green,618,10090,14985,81,81,0,2023,0,0,80,186,3,1930000,1580000,350000,1400000,4,4660000,1,0,0,0,0,80,88,0,98,[],[],92,88,76,50,92,89,90,85,59,85,48,16,21,20,30,24,21,35,35,21,22,35,25,34,25,21,18,65,62,60,57,50,71,50,67,40,35,85,33,21,30,34,60,37,58,42,86,80,32,83,74,66,83,18,21,0,1,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380067,Jordan James,HB,RB,81,1,1313380067,553387292,MEGA,49ers,2026-02-04 05:49:52.275381,False,865,False,,False,False,23,29,3,2004,Oregon,9,5,Jordan,Jordan James,Jordan James,1162,70,41,Nashville,0,97,True,False,False,False,29,James,6,10609,15048,81,81,24,2025,0,0,81,208,2,1110000,1030000,160000,320000,4,3780000,2,0,0,0,0,81,89,0,96,[],[],92,85,75,50,93,80,89,84,73,87,33,28,37,38,48,25,28,34,16,8,25,23,14,22,20,21,31,85,91,62,93,58,87,78,88,78,85,84,49,48,54,59,55,30,30,33,20,28,27,22,35,34,28,14,17,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388353052,Hugh McAllister,TE,TE,81,0,1388353052,553388782,MEGA,49ers,2026-02-04 05:49:52.280760,False,1010,False,,False,False,22,12,9,1986,Utah,17,2,Hugh,Hugh McAllister,Hugh McAllister,2059,77,32,PLACEHOLDER,0,97,True,False,False,False,87,McAllister,2,3404,2354,81,81,24,2026,4,0,80,242,1,2180000,1380000,2400000,3200000,4,5800000,3,0,0,0,0,80,78,0,96,[],[],88,82,76,50,79,84,85,89,75,83,59,53,59,62,57,59,61,67,36,22,18,17,15,32,34,32,26,84,72,81,75,87,75,45,69,71,71,84,70,69,77,79,82,47,36,30,37,44,46,32,35,36,32,39,48,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380985,Reed Blankenship,FS,S,81,0,1313380985,553386213,MEGA,49ers,2026-02-04 05:49:52.280279,False,226,False,,False,False,28,2,3,1999,Middle Tennessee State,-1,63,Reed,Reed Blankenship,Reed Blankenship,12102,73,0,Athens,0,97,True,False,False,False,32,Blankenship,357,2850,21792,81,81,24,2023,11,0,81,203,5,7970000,3070000,9800000,14700000,3,9300000,2,0,0,0,0,81,82,0,98,[],[],93,81,85,50,88,81,87,89,61,79,62,15,34,34,34,35,35,35,17,12,15,22,20,15,25,10,6,72,58,75,65,59,73,65,65,50,45,83,15,10,12,14,66,41,75,57,65,80,36,60,82,70,82,23,28,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380070,Alfred Collins,DT,DT,81,1,1313380070,553386485,MEGA,49ers,2026-02-04 05:49:52.276075,False,441,False,,False,False,25,8,10,2001,Texas,11,2,Alfred,Alfred Collins,Alfred Collins,7346,78,42,Bastrop,0,97,True,False,False,False,95,Collins,65,10521,15206,81,81,24,2025,0,0,77,332,2,2270000,1460000,1620000,3240000,4,5080000,2,0,0,0,0,77,84,0,92,[],[],79,69,79,50,91,75,73,77,92,91,89,26,45,45,45,45,45,45,17,7,10,20,15,10,24,13,12,27,27,42,45,35,22,23,17,30,33,52,16,10,13,15,36,59,82,81,11,80,74,10,80,89,15,21,20,0,1,0,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313381737,Davon Godchaux,DT,DT,80,1,1313381737,553386927,MEGA,49ers,2026-02-04 05:49:52.284588,False,118,False,,False,False,32,11,11,1994,LSU,34,5,Davon,Davon Godchaux,Davon Godchaux,10441,75,17,Plaquemine,0,97,True,False,False,False,91,Godchaux,81,8566,12719,80,80,0,2018,11,0,70,330,10,7150000,7150000,0,0,1,7150000,1,0,0,0,0,70,80,0,91,[],[],63,57,78,50,88,73,71,82,93,86,84,32,45,45,45,45,45,45,12,6,6,16,6,6,15,14,6,37,12,35,27,24,34,10,20,44,40,50,12,3,6,14,20,71,76,81,22,80,57,10,79,94,31,11,12,0,1,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380923,Aaron Brewer,C,OL,79,0,1313380923,553386277,MEGA,49ers,2026-02-04 05:49:52.281938,False,163,False,,False,False,29,28,10,1997,Texas State,-1,63,Aaron,Aaron Brewer,Aaron Brewer,10041,73,42,Dallas,0,97,True,False,False,False,55,Brewer,215,1404,21365,79,79,24,2021,11,0,79,295,7,9020000,4720000,8600000,8600000,2,10000000,2,0,0,0,0,79,77,0,92,[],[],63,62,86,50,86,72,74,84,79,84,75,91,82,70,77,88,78,86,12,6,6,15,6,6,12,13,6,25,12,31,22,15,25,10,30,31,27,54,25,15,15,27,20,15,15,18,15,15,22,10,24,31,17,12,14,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313381199,Quentin Johnston,WR,WR,78,0,1313381199,553387367,MEGA,49ers,2026-02-04 05:49:52.282372,False,281,False,,False,False,25,6,9,2001,TCU,21,1,Quentin,Quentin Johnston,Quentin Johnston,5562,76,42,Temple,0,97,True,False,False,False,81,Johnston,10,2241,22695,78,78,24,2024,6,0,77,215,4,8830000,4530000,8600000,8600000,2,9600000,2,0,0,0,0,77,89,0,96,[],[],90,83,80,50,89,94,93,85,70,87,47,24,27,30,35,34,29,52,28,10,15,22,20,13,30,18,12,88,83,87,72,82,79,40,78,77,66,85,77,81,78,77,86,10,25,30,13,16,10,19,36,31,19,18,22,0,0,0,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380805,Shamir Grubbs,RT,OL,78,1,1313380805,553387868,MEGA,49ers,2026-02-04 05:49:52.283050,False,873,False,,False,False,22,10,7,2066,Virginia Tech,21,2,Shamir,Shamir Grubbs,Shamir Grubbs,2621,76,7,PLACEHOLDER,0,97,True,False,False,False,78,Grubbs,0,4077,2645,78,78,24,2027,4,0,71,294,0,1890000,1240000,2600000,2600000,4,5600000,4,0,0,0,0,71,83,0,99,[],[],77,69,80,50,80,68,74,82,83,80,86,77,83,84,84,64,65,76,33,36,20,23,26,11,14,29,44,27,32,26,55,31,28,25,34,30,30,58,41,37,34,25,34,29,30,34,31,26,46,31,30,36,30,26,43,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380897,Jason Sanders,K,K,78,1,1313380897,553388319,MEGA,49ers,2026-02-04 05:49:52.282606,False,8,False,,False,False,31,16,11,1995,New Mexico,11,7,Jason,Jason Sanders,Jason Sanders,8956,71,4,Orange,0,97,True,False,False,False,10,Sanders,2936,9349,13478,78,78,24,2019,3,0,78,190,9,2050000,1550000,1000000,1000000,2,3200000,2,0,0,0,0,78,93,0,95,[],[],78,58,66,50,83,31,77,81,37,53,16,15,17,17,17,16,16,17,15,15,20,45,32,15,26,16,15,12,5,46,28,15,13,10,11,10,10,51,14,12,14,22,15,10,16,19,11,17,10,10,23,27,17,87,93,0,1,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313382497,Manny Feliciano,DT,DT,78,0,1313382497,553386946,MEGA,49ers,2026-02-04 05:49:52.282833,False,801,False,,False,False,22,7,8,2005,Michigan State,21,1,Manny,Manny Feliciano,Manny Feliciano,2139,77,1,PLACEHOLDER,0,97,True,False,False,False,90,Feliciano,0,3950,2573,78,78,24,2027,9,0,77,298,0,4110000,1690000,9680000,9680000,4,8280000,4,0,0,0,0,77,85,0,97,[],[],80,70,77,50,88,74,72,71,93,79,77,37,45,33,45,46,33,29,34,17,30,18,22,32,29,27,27,32,46,45,55,30,37,44,31,33,46,62,47,26,39,33,34,70,76,79,47,80,78,30,81,81,40,42,34,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380933,Jack Jones,CB,CB,77,1,1313380933,553387395,MEGA,49ers,2026-02-04 05:49:52.279364,False,224,False,,False,False,29,20,12,1997,Arizona State,16,4,Jack,Jack Jones,Jack Jones,11651,71,4,Long Beach,0,97,True,False,False,False,34,Jones,206,1788,21787,77,77,24,2023,11,0,76,175,5,6780000,2980000,7600000,11400000,3,9000000,2,0,0,0,0,76,88,0,99,[],[],93,88,76,50,86,84,94,88,53,73,40,10,25,25,25,25,25,25,15,10,10,30,15,15,26,10,15,64,55,78,60,57,73,60,66,32,34,90,26,29,31,35,71,28,54,44,77,79,23,66,70,45,77,33,37,0,1,0,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380537,Blake Gillikin,P,P,77,0,1313380537,553386913,MEGA,49ers,2026-02-04 05:49:52.279120,False,16,False,,False,False,29,21,1,1998,Penn State,-1,63,Blake,Blake Gillikin,Blake Gillikin,5901,74,9,Smyrna,0,97,True,False,False,False,12,Gillikin,504,878,21407,77,77,24,2021,2,0,76,196,7,1790000,1390000,800000,1200000,3,4200000,2,0,0,0,0,76,95,0,99,[],[],76,63,64,50,85,80,73,81,49,60,10,7,10,10,9,10,10,7,17,16,22,45,26,23,40,14,20,22,10,35,30,15,16,10,10,15,12,53,15,15,15,15,15,10,12,23,10,26,10,10,31,28,25,84,95,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380065,Malik Mustapha,FS,S,77,0,1313380065,553387899,MEGA,49ers,2026-02-04 05:49:52.274916,False,286,False,,False,False,25,25,6,2002,Wake Forest,24,4,Malik,Malik Mustapha,Malik Mustapha,4871,70,32,Charlotte,0,97,True,False,False,False,6,Mustapha,47,10191,14962,77,77,0,2023,0,0,76,206,3,1320000,1140000,180000,720000,4,3830000,1,0,0,0,0,76,86,0,75,[],[],91,84,73,50,89,95,88,83,66,89,53,22,32,30,33,35,35,35,10,10,10,26,15,15,23,11,15,69,63,66,59,64,73,60,69,42,39,82,34,27,30,33,59,32,89,56,67,73,27,65,84,74,77,16,19,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380915,Tyrel Dodson,WILL,LB,76,1,1313380915,553386654,MEGA,49ers,2026-02-04 05:49:52.282153,False,202,False,,False,False,29,25,6,1998,Texas A&M,-1,63,Tyrel,Tyrel Dodson,Tyrel Dodson,12973,72,41,Franklin,0,97,True,False,False,False,57,Dodson,701,9441,20597,76,76,24,2020,11,0,76,237,8,5340000,2240000,6200000,6200000,2,4800000,2,0,0,0,0,76,84,0,96,[],[],89,73,71,50,87,84,89,85,74,88,82,17,45,45,45,45,45,45,12,6,6,30,6,6,34,10,6,31,20,60,45,24,32,10,30,25,33,69,12,5,5,10,50,58,85,72,78,71,51,31,81,83,81,13,18,0,1,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380678,Wanya Morris,RG,OL,76,0,1313380678,553387858,MEGA,49ers,2026-02-04 05:49:52.283944,False,194,False,,False,False,26,10,10,2000,Oklahoma,29,3,Wanya,Wanya Morris,Wanya Morris,3949,77,9,Grayson,0,97,True,False,False,False,64,Morris,192,2321,22869,76,76,0,2024,6,0,76,307,4,3850000,3850000,0,0,1,3850000,1,0,0,0,0,76,80,0,99,[],[],70,63,78,50,86,71,69,84,83,87,77,87,76,76,78,87,72,82,14,7,7,32,7,7,21,7,6,13,11,23,20,17,15,10,12,22,28,57,15,5,7,16,15,10,29,33,12,10,10,13,36,30,12,10,12,0,0,0,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313381572,Jordan Meredith,RT,OL,75,0,1313381572,553387781,MEGA,49ers,2026-02-04 05:49:52.280057,False,125,False,,False,False,29,4,1,1998,W. Kentucky,-1,63,Jordan,Jordan Meredith,Jordan Meredith,15502,75,16,Bowling Green,0,97,True,False,False,False,61,Meredith,287,10423,22624,75,75,24,2022,4,0,74,300,6,7080000,3880000,6400000,9600000,3,11700000,2,0,0,0,0,74,82,0,92,[],[],74,70,77,50,91,78,68,78,83,82,85,84,77,81,79,80,78,81,12,6,6,25,6,6,22,10,6,16,12,24,26,21,14,10,12,23,25,56,10,5,5,12,19,10,40,26,12,10,10,10,28,37,12,9,11,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388355839,Reggie Bowe,CB,CB,75,0,1388355839,553389065,MEGA,49ers,2026-02-04 05:49:52.283266,False,683,False,,False,False,22,7,2,2044,Georgia,21,3,Reggie,Reggie Bowe,Reggie Bowe,5186,71,51,PLACEHOLDER,0,97,True,False,False,False,43,Bowe,0,3846,2477,75,75,24,2027,9,0,70,205,0,1480000,1170000,1240000,1240000,4,5080000,4,0,0,0,0,70,89,0,99,[],[],93,92,63,50,98,91,91,82,60,85,56,28,35,44,29,24,36,33,36,14,14,33,14,12,14,25,45,65,25,60,63,29,65,92,73,32,38,92,47,37,39,43,48,44,51,48,73,75,42,65,77,74,66,44,30,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380072,Upton Stout,CB,CB,75,0,1313380072,553388525,MEGA,49ers,2026-02-04 05:49:52.276516,False,272,False,,False,False,25,9,1,2002,W. Kentucky,36,3,Upton,Upton Stout,Upton Stout,2115,69,42,Houston,0,97,True,False,False,False,20,Stout,20,10743,15327,75,75,24,2025,0,0,74,181,2,1440000,1230000,420000,840000,4,4440000,2,0,0,0,0,74,88,0,99,[],[],92,87,72,50,87,89,91,87,57,85,47,25,35,25,35,35,25,35,22,6,6,8,10,6,18,10,10,74,54,76,67,64,75,75,68,40,31,85,23,25,27,31,72,47,58,45,75,70,31,74,73,66,76,27,27,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313382276,Jonathan Allen,CB,CB,73,0,1313382276,553387745,MEGA,49ers,2026-02-04 05:49:52.284859,False,441,False,,False,False,23,29,3,2036,Michigan,242,63,Jonathan,Jonathan Allen,Jonathan Allen,2734,75,25,PLACEHOLDER,0,97,True,False,False,False,38,Allen,0,3819,2463,73,73,0,2025,12,0,69,207,0,1750000,1750000,0,0,1,1750000,1,0,0,0,0,69,88,0,95,[],[],90,93,66,50,97,86,91,96,62,82,54,42,32,42,31,33,26,44,40,12,30,12,10,23,21,41,36,60,27,74,61,33,64,81,68,26,47,87,42,30,35,26,32,40,52,58,75,72,40,63,78,67,66,29,48,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313381540,Jamal Adams,SAM,LB,73,1,1313381540,553385994,MEGA,49ers,2026-02-04 05:49:52.279838,False,129,False,,False,False,31,17,10,1995,LSU,6,1,Jamal,Jamal Adams,Jamal Adams,10668,73,42,Lewisville,0,97,True,False,False,False,33,Adams,5155,8463,12524,73,73,24,2018,20,0,72,213,10,5580000,2380000,6400000,9600000,3,7200000,2,0,0,0,0,72,84,0,99,[],[],84,83,72,50,74,81,86,88,77,92,74,26,35,35,35,35,35,35,20,10,10,25,15,15,25,17,15,55,25,68,60,52,65,35,55,40,45,85,12,20,25,35,61,61,89,71,67,74,59,63,85,75,74,25,25,0,1,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380068,Jordan Watkins,WR,WR,72,1,1313380068,553388808,MEGA,49ers,2026-02-04 05:49:52.275634,False,239,False,,False,False,25,15,2,2002,Ole Miss,36,4,Jordan,Jordan Watkins,Jordan Watkins,2196,71,16,Louisville,0,97,True,False,False,False,17,Watkins,0,10770,15083,72,72,24,2025,0,0,69,196,2,1100000,1000000,200000,400000,4,3800000,2,0,0,0,0,69,88,0,79,[],[],93,82,68,50,92,86,93,84,66,91,36,25,17,26,20,23,21,42,31,15,22,30,25,16,29,33,16,77,70,87,75,80,72,76,70,38,47,83,72,75,73,72,79,29,33,36,60,35,28,25,40,42,32,22,30,0,1,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380064,Jordan Jefferson,DT,DT,72,0,1313380064,553387302,MEGA,49ers,2026-02-04 05:49:52.274697,False,194,False,,False,False,25,24,9,2001,LSU,16,4,Jordan,Jordan Jefferson,Jordan Jefferson,2963,75,8,Navarre,0,97,True,False,False,False,96,Jefferson,3,10123,14881,72,72,0,2023,0,0,68,305,3,1190000,1190000,0,0,3,3220000,1,0,0,0,0,68,81,0,95,[],[],72,67,61,50,90,76,69,80,91,87,87,53,53,55,52,45,45,45,12,6,6,20,6,6,15,10,6,16,14,22,24,13,16,30,13,26,35,50,12,3,5,10,13,66,83,76,13,66,72,14,76,85,18,15,15,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380061,Jacob Cowing,WR,WR,71,0,1313380061,553386526,MEGA,49ers,2026-02-04 05:49:52.274026,False,151,False,,False,False,26,4,2,2001,Arizona,35,4,Jacob,Jacob Cowing,Jacob Cowing,1564,68,2,Maricopa,0,97,True,False,False,False,19,Cowing,0,10044,14663,71,71,0,2023,0,0,71,168,3,1240000,1140000,100000,400000,4,3800000,1,0,0,0,0,71,87,0,79,[],[],93,83,52,50,91,86,93,84,52,85,34,21,12,12,25,25,20,39,19,15,20,18,25,18,25,15,6,81,73,80,71,77,81,67,75,44,50,85,74,76,77,79,79,10,21,24,17,17,10,15,27,26,25,19,19,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380073,Marques Sigle,SS,S,70,0,1313380073,553388389,MEGA,49ers,2026-02-04 05:49:52.276740,False,168,False,,False,False,25,18,7,2002,Kansas State,24,5,Marques,Marques Sigle,Marques Sigle,1512,71,26,Omaha,0,97,True,False,False,False,36,Sigle,27,10726,15350,70,70,24,2025,0,0,70,199,2,1110000,1030000,160000,320000,4,3830000,2,0,0,0,0,70,86,0,90,[],[],92,84,64,50,90,90,92,87,64,88,54,25,35,35,35,35,35,35,14,6,6,23,6,6,24,12,6,64,52,68,60,57,62,43,56,42,44,81,32,25,29,34,60,37,78,52,68,64,36,67,76,68,72,15,19,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388355751,Tevin Claxton,CB,CB,69,1,1388355751,553386580,MEGA,49ers,2026-02-04 05:49:52.286989,False,321,False,,False,False,23,22,1,2013,Wisconsin,239,63,Tevin,Tevin Claxton,Tevin Claxton,1173,70,11,PLACEHOLDER,0,97,True,False,False,True,35,Claxton,5,10347,2035,69,69,24,2025,9,0,68,197,1,0,0,0,0,0,0,0,0,1,1570000,0,68,86,0,99,[],[],90,91,64,50,88,79,89,82,57,80,58,25,24,33,29,32,28,41,35,30,11,21,21,25,28,27,26,49,33,56,57,27,71,75,62,40,27,88,43,25,43,45,41,47,58,51,72,73,39,62,66,64,71,33,29,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313381253,Jelani Woods,TE,TE,69,0,1313381253,553388964,MEGA,49ers,2026-02-04 05:49:52.284370,False,102,False,,False,False,28,9,10,1998,Virginia,9,3,Jelani,Jelani Woods,Jelani Woods,4371,79,4,Ellenwood,0,97,True,False,False,False,84,Woods,2,2050,22351,69,69,0,2023,3,0,68,253,5,1850000,1850000,0,0,1,1850000,1,0,0,0,0,68,79,0,98,[],[],87,84,57,50,89,89,85,85,78,85,62,59,61,59,61,64,61,63,66,62,61,39,67,66,79,53,58,74,67,78,72,78,71,15,65,72,71,73,65,63,62,63,82,20,37,35,12,15,15,35,40,38,20,14,15,0,0,0,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1388355873,Tyson Rudd,WR,WR,69,0,1388355873,553388136,MEGA,49ers,2026-02-04 05:49:52.285644,False,374,False,,False,False,22,8,8,2034,Akron,139,63,Tyson,Tyson Rudd,Tyson Rudd,2505,72,43,PLACEHOLDER,0,97,True,False,False,True,25,Rudd,0,3756,2403,69,69,24,2025,0,0,68,188,1,0,0,0,0,0,0,0,0,1,2510000,0,68,87,0,79,[],[],92,91,58,50,80,84,90,84,50,81,32,45,34,39,36,32,44,44,24,32,30,16,33,21,17,26,28,75,64,80,77,77,76,92,74,57,33,83,66,62,73,80,82,36,35,42,28,29,40,36,31,38,26,32,33,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,49ers,1313380109,Jamree Kromah,REDGE,DE,69,0,1313380109,553387504,MEGA,49ers,2026-02-04 05:49:52.281717,False,126,False,,False,False,27,14,6,2000,James Madison,-1,63,Jamree,Jamree Kromah,Jamree Kromah,4995,75,19,Glenarden,0,97,True,False,False,False,59,Kromah,0,10930,1398,69,69,24,2023,14,0,67,275,3,1570000,1570000,0,0,2,3220000,2,0,0,0,0,67,80,0,95,[],[],85,73,60,50,84,76,79,76,82,83,85,29,45,45,45,45,45,45,12,9,9,30,9,9,23,17,9,32,20,38,42,25,32,10,22,37,39,62,24,14,19,22,27,58,83,80,20,64,70,19,80,79,27,18,15,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
