id,team,seasonIndex,stageIndex,weekIndex,totalLosses,totalTies,totalWins,rank,customRank,prevRank,ptsAgainstRank,ptsForRank,offPassYdsRank,offRushYdsRank,offTotalYdsRank,defPassYdsRank,defRushYdsRank,defTotalYdsRank
11236855,Broncos,0,1,11,1,0,10,1,,1,8,1,10,2,2,26,22,27
11256887,Falcons,0,1,12,4,0,8,7,,9,3,19,18,18,25,8,9,5
11256916,Cardinals,0,1,12,12,0,0,32,,32,32,32,32,26,32,32,30,31
11256892,49ers,0,1,12,6,0,7,13,,11,1,22,26,7,17,4,1,1
11256897,Ravens,0,1,12,2,0,10,3,,4,12,3,30,1,8,19,5,8
11256913,Steelers,0,1,12,7,0,5,23,,25,19,27,24,15,26,25,3,10
11256890,Saints,0,1,12,4,0,8,8,,2,9,16,20,14,23,1,17,2
11256907,Patriots,0,1,12,3,0,10,5,,3,2,6,25,3,5,28,2,20
11256885,Bears,0,1,12,6,0,5,17,,19,20,15,21,27,29,23,4,12
11256898,Vikings,0,1,12,7,0,5,19,,21,23,26,13,28,20,12,29,25
11256886,Seahawks,0,1,12,5,0,7,11,,12,18,4,10,9,7,22,6,13
11256904,Chargers,0,1,12,6,0,6,16,,15,13,28,12,29,22,13,7,6
11256889,Broncos,0,1,12,1,0,11,1,,1,11,1,14,2,2,24,19,24
11256915,Titans,0,1,12,2,0,10,4,,5,10,2,3,11,3,15,13,16
11256903,Chiefs,0,1,12,8,0,4,27,,30,27,13,16,10,10,16,31,28
11256896,Lions,0,1,12,4,0,8,9,,8,7,9,22,5,13,2,22,4
11256911,Browns,0,1,12,7,0,5,22,,24,15,30,29,21,31,9,20,17
11256888,Giants,0,1,12,5,0,8,10,,10,6,24,4,24,11,20,23,23
11256899,Commanders,0,1,12,6,0,6,15,,14,16,25,11,25,18,27,12,26
11256906,Dolphins,0,1,12,7,0,5,21,,17,25,11,7,32,21,21,28,27
11256905,Eagles,0,1,12,9,0,2,31,,31,30,10,19,6,14,14,16,18
11256914,Panthers,0,1,12,6,0,7,14,,16,4,18,15,8,9,17,10,11
11256910,Bills,0,1,12,9,0,3,30,,27,26,20,6,16,12,30,21,29
11256900,Colts,0,1,12,8,0,3,28,,29,21,29,31,12,28,11,11,7
11256895,Raiders,0,1,12,4,0,8,6,,7,8,5,2,19,4,26,8,21
11256894,Cowboys,0,1,12,4,0,8,2,,6,28,8,28,4,15,31,18,30
11256893,Bengals,0,1,12,7,0,5,20,,22,24,21,5,13,6,5,27,9
11256902,Jaguars,0,1,12,7,0,5,24,,20,22,12,23,20,27,18,14,19
11256891,Jets,0,1,12,8,0,4,26,,23,31,7,1,30,1,29,32,32
11256909,Packers,0,1,12,9,0,3,29,,26,14,31,17,17,24,3,15,3
11256901,Buccaneers,0,1,12,5,0,7,12,,13,5,14,27,23,30,10,25,22
11256908,Texans,0,1,12,7,0,4,25,,28,29,23,8,31,19,6,26,15
11256912,Rams,0,1,12,7,0,5,18,,18,17,17,9,22,16,7,24,14
11274942,Broncos,0,1,13,1,0,12,1,,1,9,1,6,1,2,29,17,26
11274962,Packers,0,1,13,9,0,3,28,,29,13,30,24,21,29,1,12,2
11274958,Eagles,0,1,13,10,0,2,31,,31,30,10,12,6,8,18,21,22
11274952,Colts,0,1,13,10,0,3,30,,28,16,31,25,7,13,26,25,27
11274966,Steelers,0,1,13,7,0,6,19,,23,21,27,22,14,21,20,9,15
11274965,Panthers,0,1,13,6,0,7,14,,14,4,18,18,9,15,14,7,7
11274948,Lions,0,1,13,4,0,9,2,,9,10,8,19,4,6,6,18,12
11274968,Titans,0,1,13,2,0,10,3,,4,8,2,3,12,4,12,11,10
11274950,Vikings,0,1,13,7,0,5,21,,19,24,25,17,31,27,10,26,17
11274963,Bills,0,1,13,9,0,3,29,,30,27,20,9,20,19,25,15,24
11274961,Texans,0,1,13,7,0,5,25,,25,23,26,5,30,14,9,30,20
11274938,Bears,0,1,13,6,0,6,17,,17,22,15,16,18,23,24,6,19
11274947,Raiders,0,1,13,5,0,8,10,,6,14,7,2,19,3,28,22,28
11274960,Patriots,0,1,13,3,0,10,5,,5,2,5,28,3,9,22,2,13
11274956,Cowboys,0,1,13,5,0,8,11,,2,29,6,21,5,7,32,24,30
11274943,Saints,0,1,13,5,0,8,8,,8,7,16,14,13,17,2,19,5
11274949,Ravens,0,1,13,3,0,10,4,,3,11,4,30,2,5,21,8,16
11274969,Cardinals,0,1,13,12,0,0,32,,32,32,32,32,29,32,31,29,31
11274953,Buccaneers,0,1,13,5,0,8,7,,12,5,14,27,17,26,17,27,25
11274954,Jaguars,0,1,13,7,0,6,20,,24,18,12,23,16,22,23,14,23
11274944,Jets,0,1,13,9,0,4,27,,26,31,9,1,25,1,30,32,32
11274939,Seahawks,0,1,13,5,0,7,12,,11,20,3,11,10,11,16,3,8
11274946,Bengals,0,1,13,7,0,5,22,,20,25,21,8,15,10,4,23,6
11274967,Rams,0,1,13,7,0,5,23,,18,19,17,10,24,20,5,20,9
11274964,Browns,0,1,13,7,0,5,24,,22,15,29,31,23,31,8,13,11
11274951,Commanders,0,1,13,6,0,6,15,,15,17,24,13,28,25,19,10,18
11274945,49ers,0,1,13,6,0,7,13,,13,1,22,29,8,24,3,1,1
11274941,Giants,0,1,13,5,0,8,9,,10,6,23,7,27,18,15,16,14
11274959,Dolphins,0,1,13,7,0,6,18,,21,26,11,4,26,12,27,28,29
11274940,Falcons,0,1,13,4,0,8,6,,7,3,19,26,22,30,7,5,3
11274955,Chiefs,0,1,13,8,0,4,26,,27,28,13,20,11,16,13,31,21
11274957,Chargers,0,1,13,6,0,6,16,,16,12,28,15,32,28,11,4,4
11303157,Cowboys,0,1,14,6,0,8,10,,11,29,6,26,3,7,32,23,31
11303158,Chargers,0,1,14,6,0,7,13,,16,11,28,14,31,27,8,3,4
11303143,Giants,0,1,14,5,0,9,8,,9,6,23,10,32,21,12,14,9
11303145,Saints,0,1,14,5,0,9,7,,8,7,17,19,13,19,3,18,5
11303159,Eagles,0,1,14,11,0,2,31,,31,30,11,16,7,10,23,19,22
11303153,Colts,0,1,14,10,0,4,28,,30,20,29,23,4,9,25,28,27
11303147,49ers,0,1,14,7,0,7,17,,13,1,21,27,15,26,2,2,1
11303166,Browns,0,1,14,8,0,6,22,,24,19,30,29,17,31,18,12,14
